id,image,obj_text,ref_ids,json_data,depth_caption
000000036729,image/image_41.jpg,['Chair without the curtain on it; Armchair to the left of the table.'],[2],"[{'ref_id': 2, 'text': array(['Chair without the curtain on it',
        'Armchair to the left of the table.'], dtype=object)}   ]","Closest: a couch
----
Mid Range: a window
----
Farthest: a couch
----
"
000000032533,image/image_42.jpg,['Motorcycle rider wearing dark clothing.; A police officer on a motorcycle.'],[3],"[{'ref_id': 3, 'text': array(['Motorcycle rider wearing dark clothing.',
        'A police officer on a motorcycle.'], dtype=object)}            ]","Closest: a person on a motorcycle
----
Mid Range: a building
----
Farthest: a man
----
"
000000002892,image/image_43.jpg,['a girl holding a donut; The woman who is wearing a blue shirt.'],[2],"[{'ref_id': 2, 'text': array(['a girl holding a donut', 'The woman who is wearing a blue shirt.'],
       dtype=object)}                                                                             ]","Closest: a person
----
Mid Range: a person
----
Farthest: a heart
----
"
000000014484,image/image_44.jpg,"['A green VW van.; The front of a green and white vw van; green; green; green; green bus; green van; green car'
 'A yellow Volkswagen van.; A yellow VW bus with license plate LPL 3IIP; Yellow; yellow; yellow; yello bug wagon; Yellow vw; yellow vw bus']",[1 2],"[{'ref_id': 1, 'text': array(['A green VW van.', 'The front of a green and white vw van',
        'green', 'green', 'green', 'green bus', 'green van', 'green car'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['A yellow Volkswagen van.',
        'A yellow VW bus with license plate LPL 3IIP', 'Yellow', 'yellow',
        'yellow', 'yello bug wagon', 'Yellow vw', 'yellow vw bus'],
       dtype=object)}                                                     ]","Closest: two cars
----
Mid Range: a VW camper van
----
Farthest: two VW campervans
----
"
000000033991,image/image_45.jpg,"['A baby looks at an elephant.; a small child in an orange shirt; child, orange shirt; haha i like your descriptions! orange shirt; boy; baby; kid; boy orange'
 'white hat; hat only; woman; hat']",[2 1],"[{'ref_id': 2, 'text': array(['A baby looks at an elephant.', 'a small child in an orange shirt',
        'child, orange shirt',
        'haha i like your descriptions! orange shirt', 'boy', 'baby',
        'kid', 'boy orange'], dtype=object)}
 {'ref_id': 1, 'text': array(['white hat', 'hat only', 'woman', 'hat'], dtype=object)}]","Closest: a man
----
Mid Range: a woman
----
Farthest: a mother
----
"
000000003178,image/image_46.jpg,"['Baby giraffe to the right of its mother.; Giraffe to the right of two other giraffes.; bent over giraffe with no head; giraffe that is not touching another giraffe; giraffe on right; giraffe on right; RIGHT BABY'
 'The mother giraffe in the middle; A tan and white giraffe with a small giraffe under it.; biggest; taller giraffe; LARGE GIRAFFE; Middle giraffe; GIRAFFE IN MIDDLE; biggest giraffe'
 ""A baby giraffe nurses from its mother.; giraffe milking from its mom; small giraffe full pic; giraffe that's under the other one; left; giraffe left; on the left""]",[3 1 2],"[{'ref_id': 3, 'text': array(['Baby giraffe to the right of its mother.',
        'Giraffe to the right of two other giraffes.',
        'bent over giraffe with no head',
        'giraffe that is not touching another giraffe', 'giraffe on right',
        'giraffe on right', 'RIGHT BABY'], dtype=object)}
 {'ref_id': 1, 'text': array(['The mother giraffe in the middle',
        'A tan and white giraffe with a small giraffe under it.',
        'biggest', 'taller giraffe', 'LARGE GIRAFFE', 'Middle giraffe',
        'GIRAFFE IN MIDDLE', 'biggest giraffe'], dtype=object)}
 {'ref_id': 2, 'text': array(['A baby giraffe nurses from its mother.',
        'giraffe milking from its mom', 'small giraffe full pic',
        ""giraffe that's under the other one"", 'left', 'giraffe left',
        'on the left'], dtype=object)}                                 ]","Closest: three giraffes
----
Mid Range: a giraffe
----
Farthest: a giraffe
----
"
000000042308,image/image_47.jpg,['The person holding the snowboard; A man standing with a snowboard.'],[4],"[{'ref_id': 4, 'text': array(['The person holding the snowboard',
        'A man standing with a snowboard.'], dtype=object)}      ]","Closest: a snowboarder
----
Mid Range: a person
----
Farthest: a mother
----
"
000000036574,image/image_48.jpg,"['the wooden chair on the left in the row of three; The wooden chair closest to the table.'
 'A wooden chair sitting between two other wooden chairs on a patio.; A WOODEN CHAIR AT THE MIDDLE OF TWO OTHER WOODEN CHAIRS.']",[9 8],"[{'ref_id': 9, 'text': array(['the wooden chair on the left in the row of three',
        'The wooden chair closest to the table.'], dtype=object)}
 {'ref_id': 8, 'text': array(['A wooden chair sitting between two other wooden chairs on a patio.',
        'A WOODEN CHAIR AT THE MIDDLE OF TWO OTHER WOODEN CHAIRS.'],
       dtype=object)}                                                                              ]","Closest: a patio with chairs and an umbrella
----
Mid Range: a fence
----
Farthest: a sun lounger
----
"
000000039812,image/image_49.jpg,"['A man wearing a tuxedo and standing between two women.; A man in a tux standing next to two woman for a picture; man; man facing; the guy; middle person'
 'A woman wearing a silver necklace.; Lady wearing a black dress standing with a man and another woman; brunette ho; brunette woman; girl in black; girl on left; lady on left'
 'blonde; blonde; blond; hi again  woman on the right; blonde girl; blond woman']",[4 1 3],"[{'ref_id': 4, 'text': array(['A man wearing a tuxedo and standing between two women.',
        'A man in a tux standing next to two woman for a picture', 'man',
        'man facing', 'the guy', 'middle person'], dtype=object)}
 {'ref_id': 1, 'text': array(['A woman wearing a silver necklace.',
        'Lady wearing a black dress standing with a man and another woman',
        'brunette ho', 'brunette woman', 'girl in black', 'girl on left',
        'lady on left'], dtype=object)}
 {'ref_id': 3, 'text': array(['blonde', 'blonde', 'blond', 'hi again  woman on the right',
        'blonde girl', 'blond woman'], dtype=object)}                                     ]","Closest: a woman
----
Mid Range: a man
----
Farthest: a man
----
"
000000007746,image/image_50.jpg,['Knife on a white plate.; A knife in the plate'],[4],"[{'ref_id': 4, 'text': array(['Knife on a white plate.', 'A knife in the plate'], dtype=object)}]","Closest: a smashed egg
----
Mid Range: a knife
----
Farthest: a cake
----
"
000000030973,image/image_51.jpg,"['Girl in red shirt on top bunk bed staring into camera.; A person in a red shirt; Woman in red; high; red shirt; girl on top bunk; red'
 'The gray folded comforter on the ground.; The bottom floor and mattress the woman is laying on.'
 'girl in grey; Gray shirt; WOMEN GRAY SHIRT; girl under bed; bottom girl; lady bottom bunk'
 'bed above girl in grey; the mattress; bed with red shirt girl on it; mattress around boy on the bed; mattress; top bed']",[2 3 1 4],"[{'ref_id': 2, 'text': array(['Girl in red shirt on top bunk bed staring into camera.',
        'A person in a red shirt', 'Woman in red', 'high', 'red shirt',
        'girl on top bunk', 'red'], dtype=object)}
 {'ref_id': 3, 'text': array(['The gray folded comforter on the ground.',
        'The bottom floor and mattress the woman is laying on.'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['girl in grey', 'Gray shirt', 'WOMEN GRAY SHIRT', 'girl under bed',
        'bottom girl', 'lady bottom bunk'], dtype=object)}
 {'ref_id': 4, 'text': array(['bed above girl in grey', 'the mattress',
        'bed with red shirt girl on it', 'mattress around boy on the bed',
        'mattress', 'top bed'], dtype=object)}                            ]","Closest: a purple outline
----
Mid Range: a person
----
Farthest: a woman
----
"
000000024689,image/image_52.jpg,"['A little girl with a blue dress is sitting at a table between an adult and a little boy; Little girl with blond hair wearing a blue dress looking down; young girl; blonde girl; young girl; girl in middle; middle kid blonde; little girl'
 'A woman in a black shirt holding a knife.; A woman in a black sweater preparing to eat.; woman; woman; lady; left woman; the lady'
 'A small boy wearing a plaid cap eating pizza.; Dirty blonde hair child wearing a plaid cap taking a bite of his pizza with his eyes closed.']",[2 3 1],"[{'ref_id': 2, 'text': array(['A little girl with a blue dress is sitting at a table between an adult and a little boy',
        'Little girl with blond hair wearing a blue dress looking down',
        'young girl', 'blonde girl', 'young girl', 'girl in middle',
        'middle kid blonde', 'little girl'], dtype=object)}
 {'ref_id': 3, 'text': array(['A woman in a black shirt holding a knife.',
        'A woman in a black sweater preparing to eat.', 'woman', 'woman',
        'lady', 'left woman', 'the lady'], dtype=object)}
 {'ref_id': 1, 'text': array(['A small boy wearing a plaid cap eating pizza.',
        'Dirty blonde hair child wearing a plaid cap taking a bite of his pizza with his eyes closed.'],
       dtype=object)}                                                                                   ]","Closest: a boy
----
Mid Range: a person
----
Farthest: a woman
----
"
000000039159,image/image_53.jpg,"['a woman with a tank top on; A woman wearing brown or tan cargo pants.; shorter; girl in brown pants; woman in tank and pants; gray tank top; woman on right; right woman'
 'a woman wearing a white shirt and blue skirt holding a wine glass; A woman in a white shirt.; blue skirt woman; white shirt; white; woman left; skirted lady on left; left woman']",[1 2],"[{'ref_id': 1, 'text': array(['a woman with a tank top on',
        'A woman wearing brown or tan cargo pants.', 'shorter',
        'girl in brown pants', 'woman in tank and pants', 'gray tank top',
        'woman on right', 'right woman'], dtype=object)}
 {'ref_id': 2, 'text': array(['a woman wearing a white shirt and blue skirt holding a wine glass',
        'A woman in a white shirt.', 'blue skirt woman', 'white shirt',
        'white', 'woman left', 'skirted lady on left', 'left woman'],
       dtype=object)}                                                                             ]","Closest: two people
----
Mid Range: a woman
----
Farthest: a couple
----
"
000000017962,image/image_54.jpg,['A red color backpack; A red backpack is worn by a person going skiing.'],[3],"[{'ref_id': 3, 'text': array(['A red color backpack',
        'A red backpack is worn by a person going skiing.'], dtype=object)}]","Closest: a person
----
Mid Range: a person
----
Farthest: a skier
----
"
000000011673,image/image_55.jpg,['The black and yellow mercedes lift.; Yellow crane.'],[3],"[{'ref_id': 3, 'text': array(['The black and yellow mercedes lift.', 'Yellow crane.'],
       dtype=object)}                                                                 ]","Closest: a crane
----
Mid Range: a black background
----
Farthest: a column
----
"
000000001407,image/image_56.jpg,"['A man in a black suit sitting; The man to the far left of the guy in the wheelchair'
 'A man playing tennis reaching far back to serve.; The tennis player about to hit the ball'
 'The man in the wheelchair; the man in the wheelchair watching the tennis game']",[4 1 2],"[{'ref_id': 4, 'text': array(['A man in a black suit sitting',
        'The man to the far left of the guy in the wheelchair'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['A man playing tennis reaching far back to serve.',
        'The tennis player about to hit the ball'], dtype=object)}
 {'ref_id': 2, 'text': array(['The man in the wheelchair',
        'the man in the wheelchair watching the tennis game'], dtype=object)}]","Closest: a golfer
----
Mid Range: a person in a wheelchair
----
Farthest: a tennis player
----
"
000000032105,image/image_57.jpg,"['blue bag with a D logo; A duffel bag with a green hat on top.'
 'A black suitcase with a red tie on the zipper stands beside an identical black suitcase.; a black suitcase touching a blue and black bag with a green hat on top; suitcase by blue; suitcase with side hadle showing; tes; back blk luggage; black suitcase center'
 'closest black suitcase; black bag by green bag; black bag close to green bag; blackk right; right black bag; black case']",[2 4 3],"[{'ref_id': 2, 'text': array(['blue bag with a D logo', 'A duffel bag with a green hat on top.'],
       dtype=object)}
 {'ref_id': 4, 'text': array(['A black suitcase with a red tie on the zipper stands beside an identical black suitcase.',
        'a black suitcase touching a blue and black bag with a green hat on top',
        'suitcase by blue', 'suitcase with side hadle showing', 'tes',
        'back blk luggage', 'black suitcase center'], dtype=object)}
 {'ref_id': 3, 'text': array(['closest black suitcase', 'black bag by green bag',
        'black bag close to green bag', 'blackk right', 'right black bag',
        'black case'], dtype=object)}                                            ]","Closest: three different types of bags
----
Mid Range: a suitcase
----
Farthest: various pieces of paper
----
"
000000012824,image/image_58.jpg,['Sheep is running in the forest; SHEEP THAT ISNT BLURRY'],[1],"[{'ref_id': 1, 'text': array(['Sheep is running in the forest', 'SHEEP THAT ISNT BLURRY'],
       dtype=object)}                                                                     ]","Closest: a pig
----
Mid Range: a man
----
Farthest: a car
----
"
000000025455,image/image_59.jpg,"['the man catching the ball on home base; catcher and umpire'
 'The batter with the blue helmet; A baseball player dodging an incoming ball']",[2 1],"[{'ref_id': 2, 'text': array(['the man catching the ball on home base', 'catcher and umpire'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['The batter with the blue helmet',
        'A baseball player dodging an incoming ball'], dtype=object)}]","Closest: a baseball player
----
Mid Range: a sports injury
----
Farthest: a baseball player
----
"
000000007393,image/image_60.jpg,"['A large giraffe looking toward the camera; A giraffe that has its face visible.; nearest giraffe; one looking at you; looking at camera; giraffe front right; right gir; giraffe on right'
 ""the back profile of a giraffe; giaraafe standing tall; giraffe's rear; taller guy; tallest; tallest giraffe; tallest giraffe""]",[1 2],"[{'ref_id': 1, 'text': array(['A large giraffe looking toward the camera',
        'A giraffe that has its face visible.', 'nearest giraffe',
        'one looking at you', 'looking at camera', 'giraffe front right',
        'right gir', 'giraffe on right'], dtype=object)}
 {'ref_id': 2, 'text': array(['the back profile of a giraffe', 'giaraafe standing tall',
        ""giraffe's rear"", 'taller guy', 'tallest', 'tallest giraffe',
        'tallest giraffe'], dtype=object)}                                              ]","Closest: a giraffe
----
Mid Range: giraffes
----
Farthest: a giraffe
----
"
000000027149,image/image_61.jpg,"['A person in a white shirt playing the wii.; person closest to front; white shirt; whte shirt; women in white shirt; the person closest to us.. white shirt!!!; guy far left, cut out; front blurr person'
 'ark man; person behind person; furthest player; thethe darker man in back; man dark area; top part of man']",[2 1],"[{'ref_id': 2, 'text': array(['A person in a white shirt playing the wii.',
        'person closest to front', 'white shirt', 'whte shirt',
        'women in white shirt',
        'the person closest to us.. white shirt!!!',
        'guy far left, cut out', 'front blurr person'], dtype=object)}
 {'ref_id': 1, 'text': array(['ark man', 'person behind person', 'furthest player',
        'thethe darker man in back', 'man dark area', 'top part of man'],
       dtype=object)}                                                              ]","Closest: a man
----
Mid Range: a man
----
Farthest: two people
----
"
000000028154,image/image_62.jpg,"['lady on left; A woman in a black top holding a video game remote.; black and white striped shirt; girl in black shirt; black; girl in beetle juice shirt; left girl; woamn on left'
 ""The legs of a person sitting on the couch.; the legs of the person who isn't in the shot.; the knees that are the only part of the person you can see; legs with no body; legs, no body; leg doesnt show person; bottom right legs; YES""
 'A girl wearing earrings and sitting in the middle of the couch is playing Wii.; A woman sitting between two other people with a pink shirt playing a video game.; pink shirt; the girl with the gray skirt and white shirt; white shirt; pink tank top; pink top; highest food']",[3 1 2],"[{'ref_id': 3, 'text': array(['lady on left',
        'A woman in a black top holding a video game remote.',
        'black and white striped shirt', 'girl in black shirt', 'black',
        'girl in beetle juice shirt', 'left girl', 'woamn on left'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['The legs of a person sitting on the couch.',
        ""the legs of the person who isn't in the shot."",
        'the knees that are the only part of the person you can see',
        'legs with no body', 'legs, no body', 'leg doesnt show person',
        'bottom right legs', 'YES'], dtype=object)}
 {'ref_id': 2, 'text': array(['A girl wearing earrings and sitting in the middle of the couch is playing Wii.',
        'A woman sitting between two other people with a pink shirt playing a video game.',
        'pink shirt', 'the girl with the gray skirt and white shirt',
        'white shirt', 'pink tank top', 'pink top', 'highest food'],
       dtype=object)}                                                                                          ]","Closest: a woman
----
Mid Range: a woman's legs
----
Farthest: a woman
----
"
000000034680,image/image_63.jpg,['a man wearing a blue tshirt & catch the plate; A jumping boy in a blue shirt and khakis.'],[2],"[{'ref_id': 2, 'text': array(['a man wearing a blue tshirt & catch the plate',
        'A jumping boy in a blue shirt and khakis.'], dtype=object)}          ]","Closest: two people playing frisbee on a field
----
Mid Range: a person
----
Farthest: two men
----
"
000000018473,image/image_64.jpg,['a sofa with pink and white stripes with a white/off-white pillow; a pink and white striped sofa with soft pastel pillow and a brown dog chair with red floral rug'],[3],"[{'ref_id': 3, 'text': array(['a sofa with pink and white stripes with a white/off-white pillow',
        'a pink and white striped sofa with soft pastel pillow and a brown dog chair with red floral rug'],
       dtype=object)}                                                                                      ]","Closest: a pink and white striped towel
----
Mid Range: a fireplace
----
Farthest: a fireplace
----
"
000000028988,image/image_65.jpg,"['A blurry part of an animal that is not completely visible.; ear of an animal not in the picture; corner of cow barely visible; this orangish object in the immediate foreground; its blurry; barely seen animal; bottom left corner whatever that is; click the bottom left corner, brown blurry thing; lower left corner'
 'cow in rear; cow farthest away; cow farther away; cow on left; left cow; cow on the left'
 'closest cow; cow next to empty food tin; Brown cow; front, brown cow; front cow; cow closest to us']",[2 1 3],"[{'ref_id': 2, 'text': array(['A blurry part of an animal that is not completely visible.',
        'ear of an animal not in the picture',
        'corner of cow barely visible',
        'this orangish object in the immediate foreground; its blurry',
        'barely seen animal', 'bottom left corner whatever that is',
        'click the bottom left corner, brown blurry thing',
        'lower left corner'], dtype=object)}
 {'ref_id': 1, 'text': array(['cow in rear', 'cow farthest away', 'cow farther away',
        'cow on left', 'left cow', 'cow on the left'], dtype=object)}
 {'ref_id': 3, 'text': array(['closest cow', 'cow next to empty food tin', 'Brown cow',
        'front, brown cow', 'front cow', 'cow closest to us'], dtype=object)}          ]","Closest: a cow
----
Mid Range: a cow
----
Farthest: an elephant
----
"
000000030519,image/image_66.jpg,['The orange truck and trailor closest to the orange box truck'],[2],"[{'ref_id': 2, 'text': array(['The orange truck and trailor closest to the orange box truck'],
       dtype=object)}                                                                         ]","Closest: trucks
----
Mid Range: a wooden table
----
Farthest: a red truck
----
"
000000029962,image/image_67.jpg,"['a black umbrella, being held by a person in jeans.'
 'A woman in a skirt under an umbrella; A girl in a skirt with a backpack on her back.'
 'the pants of the male; someone in black holding an umbrella'
 'a pair of black umbrellas being held by a couple, shielding their faces; the umbrella closest to the camera']",[6 1 2 7],"[{'ref_id': 6, 'text': array(['a black umbrella, being held by a person in jeans.'], dtype=object)}
 {'ref_id': 1, 'text': array(['A woman in a skirt under an umbrella',
        'A girl in a skirt with a backpack on her back.'], dtype=object)}
 {'ref_id': 2, 'text': array(['the pants of the male', 'someone in black holding an umbrella'],
       dtype=object)}
 {'ref_id': 7, 'text': array(['a pair of black umbrellas being held by a couple, shielding their faces',
        'the umbrella closest to the camera'], dtype=object)}                                           ]","Closest: a person walking down a street with an umbrella
----
Mid Range: a black umbrella
----
Farthest: a woman
----
"
000000039580,image/image_68.jpg,['Woman wearing white dress with flowers standing near barricade'],[1],"[{'ref_id': 1, 'text': array(['Woman wearing white dress with flowers standing near barricade'],
       dtype=object)}                                                                           ]","Closest: people walking with umbrellas
----
Mid Range: a man
----
Farthest: two women
----
"
000000020291,image/image_69.jpg,['The clear wine glass with the lower level of wine; central wineglass on table'],[4],"[{'ref_id': 4, 'text': array(['The clear wine glass with the lower level of wine',
        'central wineglass on table'], dtype=object)}                             ]","Closest: a man
----
Mid Range: a man
----
Farthest: a man drinking a beer
----
"
000000033581,image/image_70.jpg,['the rightmost spoon' 'The spoon to the left of the cup'],[3 4],"[{'ref_id': 3, 'text': array(['the rightmost spoon'], dtype=object)}
 {'ref_id': 4, 'text': array(['The spoon to the left of the cup'], dtype=object)}]","Closest: a cup
----
Mid Range: a white silhouette of a person
----
Farthest: a cup
----
"
000000001994,image/image_71.jpg,"['the back of a plaid shirt; The back side of a white and blue striped shirt; plaid robe(?) mostly out of frame, near dude with sandals; person next to camera, can only see shirt; sleeve on extreme right; right shirt; right all you see is shirt'
 'The guy with a camera.; man with vertical striped shirt; man wearing shorts; camera is around his neck; shorts; man on right with camera; old camera around neck; man in sandals'
 ""a man wearing checked shirt bearing goblet; man's plaid shirt and hand, the parts not shown behind the wine glass; the person holding the wine glass; PLAID SHIRT ON EDGE WITH WINE; left edge, plaid shirt; plaid shirt left of glass""]",[2 3 1],"[{'ref_id': 2, 'text': array(['the back of a plaid shirt',
        'The back side of a white and blue striped shirt',
        'plaid robe(?) mostly out of frame, near dude with sandals',
        'person next to camera, can only see shirt',
        'sleeve on extreme right', 'right shirt',
        'right all you see is shirt'], dtype=object)}
 {'ref_id': 3, 'text': array(['The guy with a camera.', 'man with vertical striped shirt',
        'man wearing shorts', 'camera is around his neck', 'shorts',
        'man on right with camera', 'old camera around neck',
        'man in sandals'], dtype=object)}
 {'ref_id': 1, 'text': array(['a man wearing checked shirt bearing goblet',
        ""man's plaid shirt and hand, the parts not shown behind the wine glass"",
        'the person holding the wine glass',
        'PLAID SHIRT ON EDGE WITH WINE', 'left edge, plaid shirt',
        'plaid shirt left of glass'], dtype=object)}                            ]","Closest: a man
----
Mid Range: a wine glass
----
Farthest: a man
----
"
000000031812,image/image_72.jpg,"['The wooden chair on the right.; A wooden chair leg in the background of the photo.'
 'tan cake with darker frosting; cheesecake almost halfway eaten; LIGHT BROWN COVERD CAKE; cake upper right; tan cake at upper rt'
 'white frosting; CAKE WITH CHERRIES; white frosting; cake with cherries on top; sprinkle at left; partial cake far left, white'
 'brown cake with pieces missing; chocolate; chocolate; main choclo; cake in lower middle']",[9 5 6 4],"[{'ref_id': 9, 'text': array(['The wooden chair on the right.',
        'A wooden chair leg in the background of the photo.'], dtype=object)}
 {'ref_id': 5, 'text': array(['tan cake with darker frosting', 'cheesecake almost halfway eaten',
        'LIGHT BROWN COVERD CAKE', 'cake upper right',
        'tan cake at upper rt'], dtype=object)}
 {'ref_id': 6, 'text': array(['white frosting', 'CAKE WITH CHERRIES', 'white frosting',
        'cake with cherries on top', 'sprinkle at left',
        'partial cake far left, white'], dtype=object)}
 {'ref_id': 4, 'text': array(['brown cake with pieces missing', 'chocolate', 'chocolate',
        'main choclo', 'cake in lower middle'], dtype=object)}                           ]","Closest: a cake
----
Mid Range: a person
----
Farthest: a cake
----
"
000000035322,image/image_73.jpg,"['a potted tree leaning to the right.; Trees in the back of a truck.; trees tilted; palm trees; gren tree leaves; palm tree on truck; first tree, right side; tree second from left'
 'palm tree closest to the woman on bike; leaves directly over the lady on the bike; lowest palm frond closest to our score; palm tree end; first palm tree close to woman on bike']",[10  9],"[{'ref_id': 10, 'text': array(['a potted tree leaning to the right.',
        'Trees in the back of a truck.', 'trees tilted', 'palm trees',
        'gren tree leaves', 'palm tree on truck', 'first tree, right side',
        'tree second from left'], dtype=object)}
 {'ref_id': 9, 'text': array(['palm tree closest to the woman on bike',
        'leaves directly over the lady on the bike',
        'lowest palm frond closest to our score', 'palm tree end',
        'first palm tree close to woman on bike'], dtype=object)}      ]","Closest: a truck
----
Mid Range: a man
----
Farthest: a car
----
"
000000030535,image/image_74.jpg,['The giraffee eating leaves near zebra; The giraffe who is behind the zebra'],[3],"[{'ref_id': 3, 'text': array(['The giraffee eating leaves near zebra',
        'The giraffe who is behind the zebra'], dtype=object)}        ]","Closest: a giraffe
----
Mid Range: a flying leopard
----
Farthest: a giraffe
----
"
000000011690,image/image_75.jpg,['The motorcycle the man is riding.; The red motor cycle.'],[11],"[{'ref_id': 11, 'text': array(['The motorcycle the man is riding.', 'The red motor cycle.'],
       dtype=object)}                                                                       ]","Closest: a man on a motorcycle
----
Mid Range: a car window
----
Farthest: a man
----
"
000000028281,image/image_76.jpg,"['A vacant chair with its back to a woman who looks prepared to blow out candles on a birthday cake.; a blackcolour chair; Black chair; back of chair; black chair; computer far right middle black; Chair to the right of girl'
 'A chair which is girl sitting; A chair on which a girl is sitting; chair woman is sitting on; chair shes on; chair she sitting on; chair she sits in; chair legs?; the chair she is sitting on']",[5 4],"[{'ref_id': 5, 'text': array(['A vacant chair with its back to a woman who looks prepared to blow out candles on a birthday cake.',
        'a blackcolour chair', 'Black chair', 'back of chair',
        'black chair', 'computer far right middle black',
        'Chair to the right of girl'], dtype=object)}
 {'ref_id': 4, 'text': array(['A chair which is girl sitting',
        'A chair on which a girl is sitting', 'chair woman is sitting on',
        'chair shes on', 'chair she sitting on', 'chair she sits in',
        'chair legs?', 'the chair she is sitting on'], dtype=object)}     ]","Closest: a table
----
Mid Range: a person sitting in a chair in front of a screen
----
Farthest: black hat
----
"
000000024404,image/image_77.jpg,"['The zebra with no greenery covering part of him or her.; Larger zebra on left.; zebra with ears fown; zebra that is less visible; zebra  only face and neck visible; zebra closest to us; zebra close to the bamboo on the left; zebra head closest to the front'
 'zebra in the back side; The zebra in the back; zebra partially obscured by leaves; zebra in background under tree branch; zebra under branch; top zeb; Top; back zebra']",[1 2],"[{'ref_id': 1, 'text': array(['The zebra with no greenery covering part of him or her.',
        'Larger zebra on left.', 'zebra with ears fown',
        'zebra that is less visible', 'zebra  only face and neck visible',
        'zebra closest to us', 'zebra close to the bamboo on the left',
        'zebra head closest to the front'], dtype=object)}
 {'ref_id': 2, 'text': array(['zebra in the back side', 'The zebra in the back',
        'zebra partially obscured by leaves',
        'zebra in background under tree branch', 'zebra under branch',
        'top zeb', 'Top', 'back zebra'], dtype=object)}                         ]","Closest: a zebra butterfly
----
Mid Range: a zebra
----
Farthest: a zebra
----
"
000000018093,image/image_78.jpg,"['the inside of an oven; The inside of the oven.; the oven walls; virtually anywhere around the perimeter except 7 pm; oven walls; oven wall right edge'
 'The door of the oven; The oven door.; oven door; oven door; oven lid']",[6 5],"[{'ref_id': 6, 'text': array(['the inside of an oven', 'The inside of the oven.',
        'the oven walls',
        'virtually anywhere around the perimeter except 7 pm',
        'oven walls', 'oven wall right edge'], dtype=object)}
 {'ref_id': 5, 'text': array(['The door of the oven', 'The oven door.', 'oven door', 'oven door',
        'oven lid'], dtype=object)}                                                              ]","Closest: a person
----
Mid Range: a woman
----
Farthest: a person
----
"
000000037122,image/image_79.jpg,"['A PIGEON FLYING SECOND POSITION WITH ANOTHER ONE; A bird with a white wing.'
 'A bird flying to the right of another bird.; the bird on the right']",[2 1],"[{'ref_id': 2, 'text': array(['A PIGEON FLYING SECOND POSITION WITH ANOTHER ONE',
        'A bird with a white wing.'], dtype=object)}
 {'ref_id': 1, 'text': array(['A bird flying to the right of another bird.',
        'the bird on the right'], dtype=object)}                            ]","Closest: two birds
----
Mid Range: a bird flying in the dark
----
Farthest: a bird
----
"
000000008300,image/image_80.jpg,"['The two giraffe necks togther eating.; shorter giraffe neck and neck with taller one; giraffe between giraffes; giraffe on left little one; giraffe closest to camera; giraffe second from the left'
 'the tallest giraffe on the left; biggest giraffe; tallest to the basket; TALLEST GIRAFFE; left gif; far left gir; tallest giraffe on left'
 'A giraffe standing behind three other giraffes, facing the opposite direction.'
 'the third giraffe from the left; second giraffe from the right; leading giraffe; closest giraffe; giraffe face at 3; giraffe in right most visible; second giraffe from right']",[4 2 3 1],"[{'ref_id': 4, 'text': array(['The two giraffe necks togther eating.',
        'shorter giraffe neck and neck with taller one',
        'giraffe between giraffes', 'giraffe on left little one',
        'giraffe closest to camera', 'giraffe second from the left'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['the tallest giraffe on the left', 'biggest giraffe',
        'tallest to the basket', 'TALLEST GIRAFFE', 'left gif',
        'far left gir', 'tallest giraffe on left'], dtype=object)}
 {'ref_id': 3, 'text': array(['A giraffe standing behind three other giraffes, facing the opposite direction.'],
       dtype=object)}
 {'ref_id': 1, 'text': array(['the third giraffe from the left', 'second giraffe from the right',
        'leading giraffe', 'closest giraffe', 'giraffe face at 3',
        'giraffe in right most visible', 'second giraffe from right'],
       dtype=object)}                                                                            ]","Closest: a giraffe
----
Mid Range: a man
----
Farthest: giraffes
----
"
000000015809,image/image_81.jpg,"['blue Yarn bear on the right; A knit bear figure to the right of a duplicate.; taller bear; bigger fuller; Larger bear; character on the right; RIGHT TOY'
 'Teddy bear with fewer  strings; bear with no extra strings; smaller bear; left side shape of bear; Left bear; left']",[2 1],"[{'ref_id': 2, 'text': array(['blue Yarn bear on the right',
        'A knit bear figure to the right of a duplicate.', 'taller bear',
        'bigger fuller', 'Larger bear', 'character on the right',
        'RIGHT TOY'], dtype=object)}
 {'ref_id': 1, 'text': array(['Teddy bear with fewer  strings', 'bear with no extra strings',
        'smaller bear', 'left side shape of bear', 'Left bear', 'left'],
       dtype=object)}                                                                        ]","Closest: a black and white abstract painting
----
Mid Range: broken egg shells
----
Farthest: two abstract figures
----
"
000000011426,image/image_82.jpg,"['the blue van.; blue van'
 'A black motorcycle on green grass near a sign that reads 141 parked near other vehicles.; the black motorcycle in front']",[22 18],"[{'ref_id': 22, 'text': array(['the blue van.', 'blue van'], dtype=object)}
 {'ref_id': 18, 'text': array(['A black motorcycle on green grass near a sign that reads 141 parked near other vehicles.',
        'the black motorcycle in front'], dtype=object)}                                                                  ]","Closest: a motorcycle
----
Mid Range: a truck
----
Farthest: a motorcycle
----
"
